"Name","Live Bytes","Live Objects"
"org.springframework.cglib.proxy.InvocationHandlerGenerator","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.SchemaManagementToolInitiator","16 B (0%)","1 (0%)"
"org.springframework.aop.interceptor.ExposeInvocationInterceptor","16 B (0%)","1 (0%)"
"org.apache.catalina.core.StandardContext$1","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$931.0x0000000801102a50","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.SPELContextPropertyAccessor","16 B (0%)","1 (0%)"
"org.hibernate.engine.query.internal.NativeQueryInterpreterStandardImpl","16 B (0%)","1 (0%)"
"org.apache.catalina.startup.Tomcat$FixContextListener","16 B (0%)","1 (0%)"
"jdk.internal.platform.cgroupv1.CgroupV1Subsystem$$Lambda$41.0x0000000800b7baf0","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.context.LifecycleAutoConfiguration","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$7","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$274.0x0000000800cd43b0","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda$684.0x0000000800f8f618","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.JavaBeanBinder","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.parsing.PassThroughSourceExtractor","16 B (0%)","1 (0%)"
"jdk.internal.platform.cgroupv1.CgroupV1Subsystem$$Lambda$44.0x0000000800b7c828","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactoryBeanSupport$$Lambda$780.0x000000080111bb30","16 B (0%)","1 (0%)"
"org.springframework.data.util.ClassTypeInformation$$Lambda$412.0x0000000800d98040","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$2","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Objects","16 B (0%)","1 (0%)"
"org.apache.catalina.core.StandardServer$1","16 B (0%)","1 (0%)"
"org.apache.catalina.core.StandardServer$2","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$281.0x0000000800cdbad0","16 B (0%)","1 (0%)"
"com.sun.naming.internal.VersionHelper","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.JspTemplateAvailabilityProvider","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments$$Lambda$866.0x000000080112ec48","16 B (0%)","1 (0%)"
"java.util.Collections$EmptyIterator","16 B (0%)","1 (0%)"
"org.springframework.context.event.DefaultEventListenerFactory","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.mapping.JpaMetamodelMappingContext$Metamodels","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultLockEventListener","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$DefaultCrudMethodMetadata$$Lambda$958.0x00000008011abc08","16 B (0%)","1 (0%)"
"org.springframework.http.MediaType$1","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$17.0x0000000800b4c598","16 B (0%)","1 (0%)"
"org.hibernate.loader.plan.spi.Fetch[]","16 B (0%)","1 (0%)"
"jdk.internal.jimage.ImageStringsReader","16 B (0%)","1 (0%)"
"org.hibernate.annotations.common.reflection.java.generics.IdentityTypeEnvironment","16 B (0%)","1 (0%)"
"org.springframework.util.comparator.InstanceComparator","16 B (0%)","1 (0%)"
"jdk.management.jfr.SettingDescriptorInfo$1","16 B (0%)","1 (0%)"
"org.springframework.web.context.support.WebApplicationContextUtils$RequestObjectFactory","16 B (0%)","1 (0%)"
"org.hibernate.loader.JoinWalker$AssociationInitCallback$1","16 B (0%)","1 (0%)"
"org.hibernate.cfg.beanvalidation.BeanValidationIntegrator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration","16 B (0%)","1 (0%)"
"sun.rmi.server.Util$$Lambda$79.0x0000000800bab948","16 B (0%)","1 (0%)"
"org.hibernate.internal.SessionFactoryObserverChain","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.NumberToDurationConverter","16 B (0%)","1 (0%)"
"java.lang.management.DefaultPlatformMBeanProvider","16 B (0%)","1 (0%)"
"org.thymeleaf.templateparser.raw.RawParser","16 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfDouble","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$HashToMethod_Maps","16 B (0%)","1 (0%)"
"sun.net.www.protocol.jar.JarFileFactory","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$977.0x00000008011e1fc0","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$1","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$2","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$3","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$4","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$5","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$6","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$7","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$8","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadingActions$9","16 B (0%)","1 (0%)"
"org.springframework.data.util.Optionals$$Lambda$797.0x0000000801121300","16 B (0%)","1 (0%)"
"org.springframework.context.event.EventListenerMethodProcessor$$Lambda$729.0x0000000800ffdc50","16 B (0%)","1 (0%)"
"org.springframework.http.MediaType$$Lambda$220.0x0000000800c6eb80","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$Node","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.HolderInstantiator$$Lambda$973.0x00000008011dbc68","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$549.0x0000000800e0e120","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$3","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$4","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$5","16 B (0%)","1 (0%)"
"java.rmi.server.ObjID$$Lambda$88.0x0000000800bb9b90","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$6","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$7","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$8","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$9","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.parsing.FailFastProblemReporter","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.SpringNamingPolicy","16 B (0%)","1 (0%)"
"sun.net.www.protocol.jrt.Handler","16 B (0%)","1 (0%)"
"java.lang.CharacterData00","16 B (0%)","1 (0%)"
"org.hibernate.internal.ConnectionObserverStatsBridge","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration$$Lambda$624.0x0000000800ec8660","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatter$$Lambda$147.0x0000000800c1c518","16 B (0%)","1 (0%)"
"net.bytebuddy.implementation.FieldAccessor$FieldNameExtractor$ForFixedValue","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.domain.EntityScanPackages","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.BackgroundPreinitializer","16 B (0%)","1 (0%)"
"jdk.internal.math.FloatingDecimal$1","16 B (0%)","1 (0%)"
"org.hibernate.secure.spi.JaccIntegrator$1","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$1","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.Request$2","16 B (0%)","1 (0%)"
"org.springframework.data.util.Optionals$$Lambda$828.0x0000000801126a58","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.Property$$Lambda$800.0x00000008011219d8","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer$$Lambda$282.0x0000000800cddd60","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor1","16 B (0%)","1 (0%)"
"org.hibernate.internal.util.ValueHolder$1","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultEvictEventListener","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.function.support.HandlerFunctionAdapter","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor8","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor9","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor6","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$1","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor7","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor4","16 B (0%)","1 (0%)"
"org.hibernate.boot.registry.selector.internal.DefaultJtaPlatformSelector","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor5","16 B (0%)","1 (0%)"
"sun.rmi.transport.Transport$$Lambda$91.0x0000000800bbad48","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor2","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor3","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastRef","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor$$Lambda$308.0x0000000800cf64b0","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$526.0x0000000800e0b040","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$114.0x0000000800bdd348","16 B (0%)","1 (0%)"
"org.springframework.data.repository.config.CustomRepositoryImplementationDetector$$Lambda$426.0x0000000800d9d8d8","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$339.0x0000000800d2cbb8","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$30.0x0000000800b5fee0","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.DurationKeyDeserializer","16 B (0%)","1 (0%)"
"sun.nio.ch.ExtendedSocketOption$1","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration","16 B (0%)","1 (0%)"
"java.util.stream.Nodes$EmptyNode$OfInt","16 B (0%)","1 (0%)"
"org.hibernate.internal.TypeLocatorImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBindConstructorProvider","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.dialect.internal.StandardDialectResolver","16 B (0%)","1 (0%)"
"org.springframework.objenesis.strategy.StdInstantiatorStrategy","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.NotConstructorBoundInjectionFailureAnalyzer","16 B (0%)","1 (0%)"
"org.h2.result.LocalResultFactory$DefaultLocalResultFactory","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryExecution$CollectionExecution","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.util.ProviderUtil","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.spi.SqlExceptionHelper$1","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$98.0x0000000800bbfdc8","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.CharTypeDescriptor","16 B (0%)","1 (0%)"
"com.vvs.roomReservations.data.repository.RoomRepository$RoomController","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.spi.LoggerRegistry$ConcurrentMapFactory","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPEndpoint$$Lambda$89.0x0000000800bba258","16 B (0%)","1 (0%)"
"net.bytebuddy.matcher.NegatingMatcher","16 B (0%)","1 (0%)"
"org.hibernate.internal.util.compare.ComparableComparator","16 B (0%)","1 (0%)"
"org.springframework.core.$Proxy66","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Arrays","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationCondition","16 B (0%)","1 (0%)"
"sun.instrument.TransformerManager$TransformerInfo[]","16 B (0%)","1 (0%)"
"org.thymeleaf.EngineConfiguration$TemplateResolverComparator","16 B (0%)","1 (0%)"
"com.sun.beans.introspect.MethodInfo$MethodOrder","16 B (0%)","1 (0%)"
"sun.rmi.runtime.Log$$Lambda$80.0x0000000800bac598","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$551.0x0000000800e0e568","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.BindResult","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$271.0x0000000800cd3ce8","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.DefaultSchemaNameResolver","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy8","16 B (0%)","1 (0%)"
"org.springframework.boot.web.server.Http2","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$189.0x0000000800c46660","16 B (0%)","1 (0%)"
"org.hibernate.resource.beans.spi.ManagedBeanRegistryInitiator","16 B (0%)","1 (0%)"
"sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter","16 B (0%)","1 (0%)"
"java.util.stream.Nodes$EmptyNode$OfRef","16 B (0%)","1 (0%)"
"java.lang.System$LoggerFinder$$Lambda$61.0x0000000800b87e50","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration$$Lambda$647.0x0000000800f137b8","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$340.0x0000000800d2d268","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.util.ClockSource$NanosecondClockSource","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda$164.0x0000000800c3a670","16 B (0%)","1 (0%)"
"sun.nio.ch.EPollSelectorProvider","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$845.0x00000008011296a8","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda$648.0x0000000800f16dc0","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$224.0x0000000800c78a68","16 B (0%)","1 (0%)"
"org.hibernate.loader.plan.spi.BidirectionalEntityReference[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.websocket.servlet.TomcatWebSocketServletWebServerCustomizer","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$262.0x0000000800cd26e0","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy76","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy77","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy78","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy72","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy73","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy74","16 B (0%)","1 (0%)"
"java.lang.InheritableThreadLocal","16 B (0%)","1 (0%)"
"ch.qos.logback.core.filter.Filter[]","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy70","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy71","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl_Stub","16 B (0%)","1 (0%)"
"org.springframework.util.ClassUtils$$Lambda$622.0x0000000800ebf850","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy69","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy68","16 B (0%)","1 (0%)"
"org.thymeleaf.extras.java8time.dialect.Java8TimeExpressionFactory","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy62","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy63","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy64","16 B (0%)","1 (0%)"
"org.hibernate.loader.plan.exec.internal.BatchingLoadQueryDetailsFactory","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AbstractMergedAnnotation$$Lambda$269.0x0000000800cd3878","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy58","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy59","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.YearMonthKeyDeserializer","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy50","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationFilter$2","16 B (0%)","1 (0%)"
"org.hibernate.exception.internal.SQLExceptionTypeDelegate","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactoryBeanSupport$$Lambda$779.0x000000080111b8f0","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy52","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy53","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationFilter$1","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy43","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy44","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy40","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.aop.AopAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.context.AbstractMappingContext$PersistentPropertyCreator$$Lambda$849.0x0000000801129fd8","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy36","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$54.0x0000000800b83160","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy38","16 B (0%)","1 (0%)"
"com.vvs.roomReservations.web.RoomReservationWebController","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.async.TimeoutDeferredResultProcessingInterceptor","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$63.0x0000000800b8e000","16 B (0%)","1 (0%)"
"java.time.format.DateTimeTextProvider","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$277.0x0000000800cd4fe8","16 B (0%)","1 (0%)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ComponentScanPackageCheck","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$92.0x0000000800bbaf68","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext$$Lambda$593.0x0000000800e19e40","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.AbstractQueryCreator$$Lambda$924.0x000000080114c0c8","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy22","16 B (0%)","1 (0%)"
"org.springframework.web.bind.support.DefaultSessionAttributeStore","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy23","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$Lambda$681.0x0000000800f877d8","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$187.0x0000000800c461f8","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$530.0x0000000800e0b928","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy15","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy10","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy11","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.UriComponentsBuilderMethodArgumentResolver","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy13","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda$248.0x0000000800caf808","16 B (0%)","1 (0%)"
"org.springframework.data.util.StreamUtils$$Lambda$431.0x0000000800d9e5f8","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda$345.0x0000000800d2df90","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastRef$$Lambda$83.0x0000000800bae6c8","16 B (0%)","1 (0%)"
"org.springframework.data.web.config.SpringDataJacksonConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.util.LoaderUtil$ThreadContextClassLoaderGetter","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.PostInsertEventListenerStandardImpl","16 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl_Stub","16 B (0%)","1 (0%)"
